Title,Description
Stan & Ollie,"Stan & Ollie (2018) is a biography film directed by Jon S. Baird. Featuring Steve Coogan, this movie has an IMDb rating of 7.2/10 and a MetaScore of 75.0. With a runtime of 98 minutes, it is rated PG."
1776,"1776 (1972) is a drama film directed by Peter H. Hunt. Featuring William Daniels, this movie has an IMDb rating of 7.6/10 and a MetaScore of 57.1. With a runtime of 141 minutes, it is rated PG."
Spare Parts,"Spare Parts (2015) is a biography film directed by Sean McNamara. Featuring George Lopez, Jamie Lee, Curtis Carlos, and others, this movie has an IMDb rating of 7.2/10 and a MetaScore of 50.0. With a runtime of 114 minutes, it is rated PG-13."
Hollywoodland,"Hollywoodland (2006) is a biography film directed by Allen Coulter. Featuring Adrien Brody, Ben Affleck, Diane Lane, this movie has an IMDb rating of 6.5/10 and a MetaScore of 62.0. With a runtime of 126 minutes, it is rated R."
Woodstock,"Woodstock (1970) is a documentary film directed by Michael Wadleigh. Featuring Joan Baez, Richie Havens, Roger Daltrey, this movie has an IMDb rating of 8.1/10 and a MetaScore of 95.0. With a runtime of 184 minutes, it is rated R."
Exit Through the Gift Shop,"Exit Through the Gift Shop (2010) is a documentary film directed by Banksy. Featuring Banksy, Mr., Brainwash Space, and others, this movie has an IMDb rating of 7.9/10 and a MetaScore of 85.0. With a runtime of 87 minutes, it is rated R."
Black '47,"Black '47 (2018) is a action film directed by Lance Daly. Featuring P.J., Dillon Pierce, Ryan Eugene, and others, this movie has an IMDb rating of 6.8/10 and a MetaScore of 65.0. With a runtime of 100 minutes, it is rated R."
Retrograde,"Retrograde (2022) is a documentary film directed by Matthew Heineman. Featuring Daniel Radcliffe, Emma Watson, Rupert Grint, this movie has an IMDb rating of 7.3/10 and a MetaScore of 76.0. With a runtime of 94 minutes, it is rated R."
Mark of the Devil,"Mark of the Devil (1970) is a drama film directed by Michael Armstrong. Featuring Herbert Lom, Udo Kier, Olivera Katarina, this movie has an IMDb rating of 6.1/10 and a MetaScore of 66.0. With a runtime of 90 minutes, it is rated R."
Driven,"Driven (2018) is a biography film directed by Nick Hamm. Featuring Jason Sudeikis, Lee Pace, Judy Greer, this movie has an IMDb rating of 6.4/10 and a MetaScore of 55.0. With a runtime of 113 minutes, it is rated R."
Ip Man 3,"Ip Man 3 (2015) is a action film directed by Wilson Yip. Featuring Donnie Yen, Lynn Xiong, Jin Zhang, this movie has an IMDb rating of 7.0/10 and a MetaScore of 57.0. With a runtime of 105 minutes, it is rated PG-13."
Scandal,"Scandal (1989) is a drama film directed by Michael Caton-Jones. Featuring John Hurt, Joanne Whalley, Bridget Fonda, this movie has an IMDb rating of 6.4/10 and a MetaScore of 66.0. With a runtime of 106 minutes, it is rated R."
Marshall,"Marshall (2017) is a biography film directed by Reginald Hudlin. Featuring Chadwick Boseman, Josh Gad, Kate Hudson, this movie has an IMDb rating of 7.3/10 and a MetaScore of 66.0. With a runtime of 118 minutes, it is rated PG-13."
Geronimo: An American Legend,"Geronimo: An American Legend (1993) is a drama film directed by Walter Hill. Featuring John Milius, Larry Gross, this movie has an IMDb rating of 6.5/10 and a MetaScore of 58.0. With a runtime of 115 minutes, it is rated PG-13."
Little Boy,"Little Boy (2015) is a drama film directed by Alejandro Monteverde. Featuring Jakob Salvati, Emily Watson, David Henrie, this movie has an IMDb rating of 7.3/10 and a MetaScore of 30.0. With a runtime of 106 minutes, it is rated PG-13."
Eight Men Out,"Eight Men Out (1988) is a drama film directed by John Sayles. Featuring John Cusack, Clifton James, Jace Alexander, this movie has an IMDb rating of 7.2/10 and a MetaScore of 71.0. With a runtime of 119 minutes, it is rated PG."
Heaven & Earth,"Heaven & Earth (1993) is a action film directed by Oliver Stone. Featuring Le Ly, Hayslip Jay, Wurts James, and others, this movie has an IMDb rating of 6.8/10 and a MetaScore of 66.0. With a runtime of 140 minutes, it is rated R."
The Grey Zone,"The Grey Zone (2001) is a drama film directed by Tim Blake Nelson. Featuring Miklos Nyiszli, Tim Blake, Nelson, this movie has an IMDb rating of 7.0/10 and a MetaScore of 58.0. With a runtime of 108 minutes, it is rated R."
Amazing Grace,"Amazing Grace (2006) is a biography film directed by Michael Apted. Featuring Ioan Gruffudd, Albert Finney, Michael Gambon, this movie has an IMDb rating of 7.4/10 and a MetaScore of 65.0. With a runtime of 118 minutes, it is rated PG."
Ned Kelly,"Ned Kelly (2003) is a action film directed by Gregor Jordan. Featuring Heath Ledger, Orlando Bloom, Geoffrey Rush, this movie has an IMDb rating of 6.4/10 and a MetaScore of 56.0. With a runtime of 110 minutes, it is rated R."
Bobby,"Bobby (2006) is a biography film directed by Emilio Estevez. Featuring Anthony Hopkins, Demi Moore, Sharon Stone, this movie has an IMDb rating of 7.0/10 and a MetaScore of 54.0. With a runtime of 117 minutes, it is rated R."
The Conspirator,"The Conspirator (2010) is a crime film directed by Robert Redford. Featuring James, D., Solomon Gregory, and others, this movie has an IMDb rating of 6.9/10 and a MetaScore of 55.0. With a runtime of 122 minutes, it is rated PG-13."
The Lion of the Desert,"The Lion of the Desert (1980) is a biography film directed by Moustapha Akkad. Featuring Anthony Quinn, Oliver Reed, Rod Steiger, this movie has an IMDb rating of 8.2/10 and a MetaScore of 66.0. With a runtime of 173 minutes, it is rated PG."
The Cove,"The Cove (2009) is a documentary film directed by Louie Psihoyos. Featuring Richard, O'Barry Louie, Psihoyos Hardy, and others, this movie has an IMDb rating of 8.4/10 and a MetaScore of 84.0. With a runtime of 92 minutes, it is rated PG-13."
Beyond Utopia,"Beyond Utopia (2023) is a documentary film directed by Madeleine Gavin. Featuring Hyeonseo Lee, Sung-eun Kim, So-yeon Lee, this movie has an IMDb rating of 7.9/10 and a MetaScore of 84.0. With a runtime of 115 minutes, it is rated PG-13."
Before Dawn,"Before Dawn (2024) is a drama film directed by Jordon Prince-Wright. Featuring Travis Jeffery, Levi Miller, Ed Oxenbould, this movie has an IMDb rating of 6.3/10 and a MetaScore of 66.0. With a runtime of 101 minutes, it is rated R."
Mark Felt: The Man Who Brought Down the White House,"Mark Felt: The Man Who Brought Down the White House (2017) is a biography film directed by Peter Landesman. Featuring Liam Neeson, Diane Lane, Marton Csokas, this movie has an IMDb rating of 6.4/10 and a MetaScore of 49.0. With a runtime of 103 minutes, it is rated PG-13."
Emperor,"Emperor (2012) is a drama film directed by Peter Webber. Featuring Matthew Fox, Colin Moy, Tommy Lee Jones, this movie has an IMDb rating of 6.5/10 and a MetaScore of 48.0. With a runtime of 105 minutes, it is rated PG-13."
Napoleon,"Napoleon (1927) is a biography film directed by Abel Gance. Featuring Albert DieudonnéVladimir, Roudenko Edmond, Van Daële, this movie has an IMDb rating of 8.2/10 and a MetaScore of 66.0. With a runtime of 116 minutes, it is rated R."
Casanova,"Casanova (1976) is a biography film directed by Federico Fellini. Featuring Donald Sutherland, Tina Aumont, Cicely Browne, this movie has an IMDb rating of 7.0/10 and a MetaScore of 66.0. With a runtime of 155 minutes, it is rated R."
The Salt of the Earth,"The Salt of the Earth (2014) is a documentary film directed by Juliano Ribeiro Salgado. Featuring Sebastião Salgado, Wim Wenders, Lélia Wanick, and others, this movie has an IMDb rating of 8.4/10 and a MetaScore of 83.0. With a runtime of 110 minutes, it is rated PG-13."
Another Country,"Another Country (1984) is a biography film directed by Marek Kanievska. Featuring Julian Mitchell, this movie has an IMDb rating of 7.0/10 and a MetaScore of 66.0. With a runtime of 90 minutes, it is rated PG."
The Invisible Woman,"The Invisible Woman (2013) is a biography film directed by Ralph Fiennes. Featuring Ralph Fiennes, Felicity Jones, Kristin Scott, and others, this movie has an IMDb rating of 6.1/10 and a MetaScore of 75.0. With a runtime of 111 minutes, it is rated R."
Resistance,"Resistance (2020) is a biography film directed by Jonathan Jakubowicz. Featuring Jesse Eisenberg, Clémence Poésy, Matthias Schweighalfer, this movie has an IMDb rating of 6.5/10 and a MetaScore of 53.0. With a runtime of 120 minutes, it is rated R."
The Libertine,"The Libertine (2004) is a biography film directed by Laurence Dunmore. Featuring Stephen Jeffreys, this movie has an IMDb rating of 6.2/10 and a MetaScore of 44.0. With a runtime of 114 minutes, it is rated R."
Missing,"Missing (1982) is a biography film directed by Costa-Gavras. Featuring Costa-Gavras Donald, E., Stewart Thomas, and others, this movie has an IMDb rating of 7.7/10 and a MetaScore of 78.0. With a runtime of 122 minutes, it is rated PG."
The War,"The War (1994) is a drama film directed by Jon Avnet. Featuring Elijah Wood, Kevin Costner, Mare Winningham, this movie has an IMDb rating of 6.7/10 and a MetaScore of 66.0. With a runtime of 126 minutes, it is rated PG-13."
Mandela: Long Walk to Freedom,"Mandela: Long Walk to Freedom (2013) is a biography film directed by Justin Chadwick. Featuring Idris Elba, Naomie Harris, Terry Pheto, this movie has an IMDb rating of 7.1/10 and a MetaScore of 60.0. With a runtime of 141 minutes, it is rated PG-13."
"Paul, Apostle of Christ","Paul, Apostle of Christ (2018) is a adventure film directed by Andrew Hyatt. Featuring Jim Caviezel, James Faulkner, Olivier Martinez, this movie has an IMDb rating of 6.6/10 and a MetaScore of 52.0. With a runtime of 108 minutes, it is rated PG-13."
Fat Man and Little Boy,"Fat Man and Little Boy (1989) is a biography film directed by Roland Joffé. Featuring Bruce Robinson, Roland Joffé, this movie has an IMDb rating of 6.5/10 and a MetaScore of 50.0. With a runtime of 127 minutes, it is rated PG-13."
Lansky,"Lansky (2021) is a biography film directed by Eytan Rockaway. Featuring Eytan Rockaway, Robert Rockaway, this movie has an IMDb rating of 6.2/10 and a MetaScore of 45.0. With a runtime of 119 minutes, it is rated R."
Call Jane,"Call Jane (2022) is a drama film directed by Phyllis Nagy. Featuring Elizabeth Banks, Sigourney Weaver, Chris Messina, this movie has an IMDb rating of 6.4/10 and a MetaScore of 62.0. With a runtime of 121 minutes, it is rated R."
The Baader Meinhof Complex,"The Baader Meinhof Complex (2008) is a action film directed by Uli Edel. Featuring Martina Gedeck, Moritz Bleibtreu, Johanna Wokalek, this movie has an IMDb rating of 7.3/10 and a MetaScore of 76.0. With a runtime of 150 minutes, it is rated R."
W.E.,"W.E. (2011) is a drama film directed by Madonna. Featuring Abbie Cornish, James, D'Arcy Andrea, and others, this movie has an IMDb rating of 6.2/10 and a MetaScore of 37.0. With a runtime of 119 minutes, it is rated R."
Ip Man 2,"Ip Man 2 (2010) is a action film directed by Wilson Yip. Featuring Tai-Lee Chan, Hiu-Yan Choi, David Tadman, this movie has an IMDb rating of 7.5/10 and a MetaScore of 67.0. With a runtime of 108 minutes, it is rated R."
Suffragette,"Suffragette (2015) is a drama film directed by Sarah Gavron. Featuring Carey Mulligan, Anne-Marie Duff, Helena Bonham, and others, this movie has an IMDb rating of 6.9/10 and a MetaScore of 64.0. With a runtime of 106 minutes, it is rated PG-13."
Breaker Morant,"Breaker Morant (1980) is a drama film directed by Bruce Beresford. Featuring Jonathan Hardy, David Stevens, Bruce Beresford, this movie has an IMDb rating of 7.8/10 and a MetaScore of 72.0. With a runtime of 107 minutes, it is rated PG."
Waltz with Bashir,"Waltz with Bashir (2008) is a documentary film directed by Ari Folman. Featuring Ari Folman, Ron, Ben-Yishai Ronny, and others, this movie has an IMDb rating of 8.0/10 and a MetaScore of 91.0. With a runtime of 90 minutes, it is rated R."
Parkland,"Parkland (2013) is a drama film directed by Peter Landesman. Featuring Zac Efron, Tom Welling, Billy Bob, and others, this movie has an IMDb rating of 6.4/10 and a MetaScore of 51.0. With a runtime of 93 minutes, it is rated PG-13."
Sergio,"Sergio (2020) is a biography film directed by Greg Barker. Featuring Wagner Moura, Ana de, Armas Brían, and others, this movie has an IMDb rating of 6.2/10 and a MetaScore of 55.0. With a runtime of 118 minutes, it is rated R."
Extreme Prejudice,"Extreme Prejudice (1987) is a action film directed by Walter Hill. Featuring John Milius, Fred Rexer, Deric Washburn, this movie has an IMDb rating of 6.6/10 and a MetaScore of 51.0. With a runtime of 105 minutes, it is rated R."
Ironclad,"Ironclad (2011) is a action film directed by Jonathan English. Featuring Paul Giamatti, Jason Flemyng, Brian Cox, this movie has an IMDb rating of 6.1/10 and a MetaScore of 42.0. With a runtime of 121 minutes, it is rated R."
Apollo 10½: A Space Age Childhood,"Apollo 10½: A Space Age Childhood (2022) is a animation film directed by Richard Linklater. Featuring Milo Coy, this movie has an IMDb rating of 7.2/10 and a MetaScore of 79.0. With a runtime of 97 minutes, it is rated PG-13."
Frost/Nixon,"Frost/Nixon (2008) is a biography film directed by Ron Howard. Featuring Peter Morgan, this movie has an IMDb rating of 7.7/10 and a MetaScore of 80.0. With a runtime of 122 minutes, it is rated R."
12 Mighty Orphans,"12 Mighty Orphans (2021) is a history film directed by Ty Roberts. Featuring Jim Dent, Ty Roberts, Lane Garrison, this movie has an IMDb rating of 6.9/10 and a MetaScore of 44.0. With a runtime of 118 minutes, it is rated PG-13."
Anne of the Thousand Days,"Anne of the Thousand Days (1969) is a biography film directed by Charles Jarrott. Featuring Bridget Boland, John Hale, Richard Sokolove, this movie has an IMDb rating of 7.4/10 and a MetaScore of 66.0. With a runtime of 145 minutes, it is rated M/PG."
The Pirates! Band of Misfits,"The Pirates! Band of Misfits (2012) is a animation film directed by Peter Lord. Featuring Hugh Grant, this movie has an IMDb rating of 6.7/10 and a MetaScore of 73.0. With a runtime of 88 minutes, it is rated PG."
Ghosts of Mississippi,"Ghosts of Mississippi (1996) is a drama film directed by Rob Reiner. Featuring Alec Baldwin, James Woods, Whoopi Goldberg, this movie has an IMDb rating of 6.7/10 and a MetaScore of 66.0. With a runtime of 130 minutes, it is rated PG-13."
Mr. Turner,"Mr. Turner (2014) is a biography film directed by Mike Leigh. Featuring Timothy Spall, Paul Jesson, Dorothy Atkinson, this movie has an IMDb rating of 6.8/10 and a MetaScore of 94.0. With a runtime of 150 minutes, it is rated R."
Shooting Stars,"Shooting Stars (2023) is a biography film directed by Chris Robinson. Featuring Frank, E., Flowers Tony, and others, this movie has an IMDb rating of 6.5/10 and a MetaScore of 62.0. With a runtime of 116 minutes, it is rated PG-13."
Reds,"Reds (1981) is a biography film directed by Warren Beatty. Featuring Warren Beatty, Diane Keaton, Edward Herrmann, this movie has an IMDb rating of 7.3/10 and a MetaScore of 76.0. With a runtime of 195 minutes, it is rated PG."
Tulip Fever,"Tulip Fever (2017) is a drama film directed by Justin Chadwick. Featuring Deborah Moggach, Tom Stoppard, this movie has an IMDb rating of 6.2/10 and a MetaScore of 38.0. With a runtime of 105 minutes, it is rated R."
